TransactionID,Product,Category,Price,Quantity Sold,Total Sale Value,Customer Age,Customer Gender,Purchase Date,Payment Method,Store Location,Discount Applied (%),Net Sale Value
5757,Shoes,Apparel,370.25,2,740.5,49,Male,2024-04-05,PayPal,Seattle,40,444.3
5758,Shoes,Apparel,268.64,5,1343.1999999999998,69,Female,2016-07-21,Cash,Los Angeles,16,1128.29
5759,Sofa,Furniture,11.91,8,95.28,47,Male,2022-10-07,Gift Card,Seattle,8,87.66
5760,Eggs,Groceries,33.9,2,67.8,27,Male,2014-12-11,Cash,New York,14,58.31
5761,Smartphone,Electronics,48.14,2,96.28,39,Female,2016-08-10,Gift Card,Houston,4,92.43
5762,Bread,Groceries,177.8,8,1422.4,32,Female,2023-09-02,Gift Card,Chicago,39,867.66
5763,Vegetables,Groceries,194.86,8,1558.88,63,Female,2014-10-06,Cash,Chicago,28,1122.39
5764,Jeans,Apparel,489.24,2,978.48,18,Female,2024-07-02,Gift Card,Seattle,45,538.16
5765,Fruits,Groceries,102.75,7,719.25,47,Male,2023-12-15,Cash,Los Angeles,43,409.97
5766,Sofa,Furniture,41.46,9,373.14,41,Male,2018-05-04,Cash,Chicago,18,305.97
5767,Lotion,Beauty,456.07,10,4560.7,55,Female,2024-07-31,PayPal,Houston,49,2325.96
5768,Lotion,Beauty,82.82,3,248.45999999999998,18,Male,2018-05-22,Gift Card,San Francisco,1,245.98
5769,Vegetables,Groceries,132.19,5,660.95,66,Male,2014-10-29,Gift Card,New York,9,601.46
5770,Jacket,Apparel,5.07,7,35.49,43,Male,2024-07-29,Credit Card,Houston,3,34.43
5771,T-shirt,Apparel,382.96,5,1914.8,58,Female,2021-10-17,Gift Card,Los Angeles,10,1723.32
5772,Tablet,Electronics,44.13,5,220.65,37,Male,2018-06-27,Cash,Seattle,7,205.2
5773,Shampoo,Beauty,469.5,1,469.5,65,Male,2022-05-23,Cash,Houston,39,286.39
5774,Jeans,Apparel,178.78,7,1251.46,70,Female,2016-12-15,PayPal,Chicago,20,1001.17
5775,T-shirt,Apparel,61.3,10,613.0,31,Male,2024-07-11,Cash,New York,50,306.5
5776,Desk,Furniture,463.53,2,927.06,54,Female,2018-12-19,PayPal,San Francisco,31,639.67
5777,Smartphone,Electronics,47.5,5,237.5,49,Female,2015-02-20,PayPal,San Francisco,13,206.62
5778,Milk,Groceries,493.02,6,2958.12,64,Male,2016-09-26,Cash,Seattle,44,1656.55
5779,Makeup Kit,Beauty,422.1,8,3376.8,25,Female,2024-09-12,Cash,San Francisco,2,3309.26
5780,Smartphone,Electronics,182.03,8,1456.24,42,Male,2023-08-20,PayPal,Seattle,29,1033.93
5781,Smartwatch,Electronics,350.09,2,700.18,23,Female,2015-10-25,Gift Card,Los Angeles,44,392.1
5782,Milk,Groceries,66.05,10,660.5,33,Male,2021-02-20,PayPal,Los Angeles,16,554.82
5783,Lotion,Beauty,285.15,3,855.4499999999999,40,Male,2019-06-03,PayPal,Houston,2,838.34
5784,Laptop,Electronics,450.66,4,1802.64,57,Female,2021-03-19,Credit Card,San Francisco,38,1117.64
5785,Lotion,Beauty,494.44,6,2966.64,45,Male,2017-05-12,Cash,San Francisco,2,2907.31
5786,Smartwatch,Electronics,428.12,7,2996.84,32,Female,2019-12-18,Credit Card,Houston,13,2607.25
5787,Nail Polish,Beauty,107.5,6,645.0,60,Male,2017-10-14,Credit Card,San Francisco,48,335.4
5788,Vegetables,Groceries,135.55,1,135.55,27,Male,2020-12-05,PayPal,San Francisco,33,90.82
5789,Jacket,Apparel,357.76,10,3577.6,64,Female,2014-10-02,Credit Card,Houston,27,2611.65
5790,Smartphone,Electronics,355.4,9,3198.6,35,Female,2015-01-11,Cash,Chicago,14,2750.8
5791,Vegetables,Groceries,220.27,6,1321.6200000000001,26,Female,2023-01-06,Credit Card,San Francisco,17,1096.94
5792,Chair,Furniture,56.75,2,113.5,33,Female,2023-07-27,Credit Card,Seattle,30,79.45
5793,Headphones,Electronics,40.05,10,400.5,25,Female,2018-11-29,Cash,Los Angeles,44,224.28
5794,Shoes,Apparel,190.16,1,190.16,61,Male,2021-03-23,PayPal,Los Angeles,17,157.83
5795,Desk,Furniture,83.16,10,831.5999999999999,26,Male,2016-11-10,Credit Card,San Francisco,48,432.43
5796,Perfume,Beauty,45.62,4,182.48,53,Male,2022-11-01,PayPal,Houston,30,127.74
5797,Sofa,Furniture,140.1,4,560.4,68,Male,2017-07-18,Credit Card,Seattle,13,487.55
5798,Jacket,Apparel,101.81,2,203.62,49,Female,2020-02-16,Cash,San Francisco,33,136.43
5799,Jacket,Apparel,103.76,7,726.32,62,Male,2016-05-08,Gift Card,New York,9,660.95
5800,Jeans,Apparel,118.32,2,236.64,35,Male,2019-10-11,Credit Card,Los Angeles,46,127.79
5801,Chair,Furniture,63.86,7,447.02,48,Male,2020-06-28,Credit Card,Los Angeles,44,250.33
5802,Sweater,Apparel,226.19,1,226.19,70,Female,2017-08-05,Credit Card,Houston,7,210.36
5803,Eggs,Groceries,430.26,10,4302.6,59,Female,2020-11-28,PayPal,Los Angeles,50,2151.3
5804,Headphones,Electronics,266.98,1,266.98,25,Female,2023-05-14,Cash,Chicago,3,258.97
5805,T-shirt,Apparel,451.96,3,1355.8799999999999,40,Male,2022-12-06,Gift Card,Seattle,44,759.29
5806,Bed,Furniture,106.17,7,743.19,27,Male,2016-07-18,Cash,San Francisco,11,661.44
5807,Jacket,Apparel,185.63,7,1299.4099999999999,24,Male,2015-04-20,Gift Card,San Francisco,37,818.63
5808,Dining Table,Furniture,25.33,9,227.96999999999997,43,Male,2023-06-21,Cash,Houston,3,221.13
5809,Tablet,Electronics,313.95,1,313.95,36,Female,2018-10-30,PayPal,Los Angeles,3,304.53
5810,Sofa,Furniture,129.52,7,906.6400000000001,67,Female,2022-12-11,PayPal,Seattle,27,661.85
5811,Smartphone,Electronics,173.26,8,1386.08,64,Male,2021-11-16,PayPal,Chicago,14,1192.03
5812,Desk,Furniture,344.08,10,3440.7999999999997,18,Male,2016-11-11,Cash,Seattle,20,2752.64
5813,Desk,Furniture,27.34,8,218.72,59,Male,2016-04-21,PayPal,Chicago,18,179.35
5814,Dining Table,Furniture,441.91,4,1767.64,34,Female,2019-03-26,PayPal,Chicago,19,1431.79
5815,Fruits,Groceries,258.81,1,258.81,48,Female,2015-11-23,Cash,Chicago,39,157.87
5816,Sofa,Furniture,165.06,9,1485.54,66,Female,2015-12-25,Gift Card,Houston,18,1218.14
5817,Sweater,Apparel,493.06,10,4930.6,46,Male,2022-04-18,Gift Card,San Francisco,28,3550.03
5818,Chair,Furniture,96.25,9,866.25,66,Male,2015-10-17,Gift Card,Houston,0,866.25
5819,Tablet,Electronics,136.83,8,1094.64,29,Male,2016-07-13,Gift Card,Chicago,25,820.98
5820,T-shirt,Apparel,391.48,9,3523.32,22,Male,2014-10-25,Credit Card,New York,47,1867.36
5821,Desk,Furniture,107.83,3,323.49,42,Female,2023-02-07,Credit Card,San Francisco,6,304.08
5822,Vegetables,Groceries,479.38,6,2876.2799999999997,70,Female,2018-11-26,PayPal,Houston,32,1955.87
5823,Desk,Furniture,187.18,7,1310.26,62,Female,2016-03-05,Cash,Los Angeles,8,1205.44
5824,Shoes,Apparel,461.4,5,2307.0,55,Male,2017-10-27,Cash,Seattle,1,2283.93
5825,Lotion,Beauty,163.43,1,163.43,34,Female,2021-05-05,PayPal,San Francisco,35,106.23
5826,Headphones,Electronics,442.62,9,3983.58,42,Male,2019-03-10,Credit Card,Los Angeles,31,2748.67
5827,Milk,Groceries,78.39,1,78.39,19,Male,2015-01-21,Credit Card,Seattle,33,52.52
5828,Tablet,Electronics,495.99,5,2479.95,20,Female,2022-09-11,Cash,Los Angeles,10,2231.95
5829,Perfume,Beauty,14.7,8,117.6,45,Female,2018-08-23,Credit Card,Seattle,11,104.66
5830,Dining Table,Furniture,453.06,8,3624.48,47,Female,2016-05-02,Cash,Chicago,29,2573.38
5831,Bread,Groceries,149.35,5,746.75,46,Female,2023-10-23,PayPal,Houston,22,582.47
5832,Eggs,Groceries,319.75,5,1598.75,29,Female,2021-04-25,Cash,Chicago,4,1534.8
5833,Makeup Kit,Beauty,453.73,4,1814.92,26,Female,2015-09-16,PayPal,Los Angeles,9,1651.58
5834,Jeans,Apparel,396.07,7,2772.49,70,Male,2022-08-05,Gift Card,Houston,47,1469.42
5835,Eggs,Groceries,264.83,10,2648.2999999999997,61,Male,2018-01-18,PayPal,Seattle,6,2489.4
5836,Perfume,Beauty,135.16,6,810.96,40,Male,2022-02-20,Cash,Seattle,25,608.22
5837,Bed,Furniture,303.51,9,2731.59,36,Male,2022-08-21,Gift Card,New York,8,2513.06
5838,Nail Polish,Beauty,446.61,1,446.61,59,Male,2017-04-03,PayPal,Houston,50,223.31
5839,Fruits,Groceries,252.81,2,505.62,56,Male,2020-05-24,Cash,New York,45,278.09
5840,Smartwatch,Electronics,410.95,9,3698.5499999999997,32,Male,2021-08-02,Cash,San Francisco,45,2034.2
5841,Sofa,Furniture,208.26,7,1457.82,29,Female,2019-08-21,Credit Card,Houston,0,1457.82
5842,Vegetables,Groceries,458.12,1,458.12,52,Male,2022-09-10,Gift Card,New York,31,316.1
5843,Headphones,Electronics,133.25,9,1199.25,22,Male,2024-04-19,Cash,San Francisco,17,995.38
5844,T-shirt,Apparel,161.68,1,161.68,31,Male,2015-05-04,Gift Card,Chicago,46,87.31
5845,Jacket,Apparel,87.58,3,262.74,35,Female,2017-05-22,Gift Card,New York,6,246.98
5846,Sweater,Apparel,270.05,2,540.1,40,Female,2018-10-25,PayPal,Houston,9,491.49
5847,Jeans,Apparel,176.88,6,1061.28,35,Female,2022-11-16,PayPal,Seattle,17,880.86
5848,Tablet,Electronics,230.38,2,460.76,26,Male,2015-02-22,Credit Card,New York,17,382.43
5849,Chair,Furniture,404.24,1,404.24,67,Female,2017-10-28,Credit Card,New York,48,210.2
5850,Vegetables,Groceries,198.71,4,794.84,34,Female,2016-05-13,Gift Card,Seattle,7,739.2
5851,T-shirt,Apparel,397.16,3,1191.48,68,Female,2018-11-19,Credit Card,Los Angeles,27,869.78
5852,Laptop,Electronics,214.64,1,214.64,44,Female,2022-09-24,PayPal,Seattle,49,109.47
5853,Chair,Furniture,99.26,10,992.6,28,Male,2016-10-26,Cash,Houston,15,843.71
5854,Desk,Furniture,346.48,9,3118.32,35,Female,2022-03-26,Gift Card,New York,22,2432.29
5855,Tablet,Electronics,292.62,7,2048.34,52,Female,2019-04-17,Credit Card,Seattle,41,1208.52
5856,Laptop,Electronics,477.2,10,4772.0,53,Male,2023-04-26,Cash,Chicago,23,3674.44
5857,Vegetables,Groceries,298.9,3,896.6999999999999,28,Male,2020-04-01,Cash,Los Angeles,32,609.76
5858,Smartwatch,Electronics,425.3,1,425.3,56,Female,2017-06-21,Gift Card,San Francisco,17,353.0
5859,Vegetables,Groceries,51.3,9,461.7,38,Female,2020-12-16,PayPal,San Francisco,14,397.06
5860,Smartwatch,Electronics,275.98,8,2207.84,62,Male,2016-03-03,Gift Card,Chicago,24,1677.96
5861,Dining Table,Furniture,230.57,3,691.71,32,Female,2014-10-03,Cash,Seattle,37,435.78
5862,Headphones,Electronics,366.1,4,1464.4,56,Male,2020-06-20,Cash,Houston,38,907.93
5863,Makeup Kit,Beauty,193.95,7,1357.6499999999999,54,Female,2020-05-25,PayPal,Chicago,27,991.08
5864,Shampoo,Beauty,23.15,10,231.5,67,Female,2015-10-12,Cash,New York,50,115.75
5865,Bread,Groceries,389.2,10,3892.0,23,Female,2019-02-24,Credit Card,San Francisco,10,3502.8
5866,Sweater,Apparel,92.06,4,368.24,19,Female,2017-07-08,Cash,San Francisco,7,342.46
5867,Laptop,Electronics,18.38,6,110.28,57,Male,2018-05-20,Cash,Chicago,48,57.35
5868,Smartphone,Electronics,378.56,5,1892.8,61,Male,2023-01-02,Gift Card,Los Angeles,20,1514.24
5869,Laptop,Electronics,491.65,1,491.65,62,Female,2020-12-22,Cash,Seattle,6,462.15
5870,Bread,Groceries,293.3,8,2346.4,32,Male,2019-05-16,PayPal,Chicago,28,1689.41
5871,Milk,Groceries,240.58,1,240.58,31,Male,2023-12-11,Credit Card,Los Angeles,9,218.93
5872,Makeup Kit,Beauty,141.02,4,564.08,43,Female,2016-10-22,Gift Card,Houston,41,332.81
5873,Milk,Groceries,462.11,8,3696.88,61,Female,2023-05-14,Gift Card,Chicago,20,2957.5
5874,Smartwatch,Electronics,49.76,9,447.84,20,Male,2018-11-25,PayPal,Chicago,44,250.79
5875,Fruits,Groceries,14.43,9,129.87,50,Male,2016-06-20,Cash,Chicago,8,119.48
5876,Makeup Kit,Beauty,11.25,3,33.75,64,Female,2024-03-24,Cash,Los Angeles,45,18.56
5877,Headphones,Electronics,239.53,6,1437.18,20,Male,2022-04-15,Credit Card,New York,10,1293.46
5878,Perfume,Beauty,193.98,9,1745.82,41,Male,2015-12-16,Gift Card,Chicago,5,1658.53
5879,Shoes,Apparel,471.66,10,4716.6,50,Male,2019-09-16,Gift Card,Houston,3,4575.1
5880,Headphones,Electronics,449.72,3,1349.16,21,Female,2021-08-26,Cash,Los Angeles,42,782.51
5881,Shampoo,Beauty,133.09,1,133.09,38,Female,2014-11-12,Credit Card,Los Angeles,31,91.83
5882,Bread,Groceries,205.89,3,617.67,56,Female,2023-08-15,PayPal,Seattle,23,475.61
5883,Nail Polish,Beauty,241.65,3,724.95,29,Female,2024-01-28,Credit Card,Chicago,46,391.47
5884,Chair,Furniture,402.16,10,4021.6000000000004,25,Male,2023-06-23,Cash,Seattle,2,3941.17
5885,Vegetables,Groceries,146.97,4,587.88,64,Female,2020-09-17,Cash,Los Angeles,19,476.18
5886,Eggs,Groceries,167.35,7,1171.45,44,Male,2015-03-31,PayPal,Los Angeles,19,948.87
5887,Smartwatch,Electronics,318.05,1,318.05,62,Male,2014-11-30,Gift Card,San Francisco,34,209.91
5888,Headphones,Electronics,470.61,10,4706.1,38,Female,2016-07-05,PayPal,New York,28,3388.39
5889,Vegetables,Groceries,315.99,9,2843.91,19,Male,2021-08-13,PayPal,Chicago,3,2758.59
5890,Eggs,Groceries,88.12,9,793.08,45,Female,2021-01-17,Cash,Seattle,45,436.19
5891,Sweater,Apparel,477.45,8,3819.6,59,Female,2024-08-13,Gift Card,San Francisco,44,2138.98
5892,Chair,Furniture,276.23,10,2762.3,56,Female,2021-11-28,Cash,San Francisco,40,1657.38
5893,Fruits,Groceries,140.93,2,281.86,34,Male,2015-04-17,Cash,Los Angeles,6,264.95
5894,Jeans,Apparel,378.18,6,2269.08,58,Female,2021-07-02,Cash,San Francisco,44,1270.68
5895,Laptop,Electronics,148.33,7,1038.3100000000002,67,Female,2017-09-02,Gift Card,San Francisco,10,934.48
5896,Smartphone,Electronics,276.16,7,1933.1200000000001,55,Male,2017-07-08,PayPal,Los Angeles,11,1720.48
5897,Nail Polish,Beauty,377.83,7,2644.81,34,Female,2019-03-24,Credit Card,Los Angeles,22,2062.95
5898,Bread,Groceries,28.48,8,227.84,25,Female,2020-11-22,Cash,Seattle,32,154.93
5899,Headphones,Electronics,250.76,9,2256.84,64,Male,2023-12-26,Gift Card,Houston,14,1940.88
5900,Smartphone,Electronics,33.92,3,101.76,60,Male,2021-09-19,Cash,Seattle,5,96.67
5901,Lotion,Beauty,431.94,2,863.88,50,Male,2015-11-21,Credit Card,Seattle,18,708.38
5902,Fruits,Groceries,356.5,4,1426.0,26,Female,2019-07-31,Cash,Houston,39,869.86
5903,Smartphone,Electronics,371.65,8,2973.2,64,Female,2019-07-04,Credit Card,Houston,15,2527.22
5904,Eggs,Groceries,499.67,5,2498.35,40,Male,2022-09-02,Cash,Houston,34,1648.91
5905,Desk,Furniture,278.31,5,1391.55,63,Male,2024-07-31,Gift Card,Houston,24,1057.58
5906,Shampoo,Beauty,484.94,1,484.94,53,Male,2014-11-03,Credit Card,New York,48,252.17
5907,Jeans,Apparel,62.96,5,314.8,66,Female,2015-01-17,PayPal,New York,26,232.95
5908,Jacket,Apparel,334.91,2,669.82,38,Male,2015-08-14,Cash,Chicago,26,495.67
5909,Bed,Furniture,28.29,3,84.87,42,Male,2014-11-02,Credit Card,Houston,33,56.86
5910,Milk,Groceries,199.87,2,399.74,18,Male,2019-11-10,Credit Card,Seattle,14,343.78
5911,Bread,Groceries,72.26,9,650.34,23,Female,2021-02-24,Credit Card,New York,30,455.24
5912,Lotion,Beauty,101.11,4,404.44,63,Male,2019-08-30,Cash,Seattle,32,275.02
5913,T-shirt,Apparel,435.7,10,4357.0,28,Female,2014-12-30,PayPal,Chicago,4,4182.72
5914,Smartwatch,Electronics,17.34,4,69.36,18,Male,2024-04-14,Cash,Houston,15,58.96
5915,Laptop,Electronics,432.06,8,3456.48,68,Female,2021-05-02,PayPal,Los Angeles,38,2143.02
5916,Eggs,Groceries,210.62,5,1053.1,36,Female,2021-10-04,Gift Card,Chicago,0,1053.1
5917,Nail Polish,Beauty,376.01,10,3760.1,20,Male,2018-01-17,Cash,New York,25,2820.07
5918,Sweater,Apparel,244.74,6,1468.44,70,Female,2017-02-04,Cash,New York,34,969.17
5919,Laptop,Electronics,267.68,10,2676.8,59,Male,2018-04-01,PayPal,Chicago,24,2034.37
5920,Eggs,Groceries,377.91,6,2267.46,43,Female,2023-09-10,PayPal,Houston,12,1995.36
5921,Perfume,Beauty,223.5,3,670.5,66,Female,2015-09-07,Gift Card,Houston,42,388.89
5922,Smartwatch,Electronics,311.63,9,2804.67,55,Female,2017-02-08,Cash,Houston,39,1710.85
5923,Smartwatch,Electronics,48.76,9,438.84,66,Female,2019-01-07,Cash,Chicago,10,394.96
5924,Fruits,Groceries,172.73,6,1036.3799999999999,25,Male,2023-04-03,PayPal,Seattle,19,839.47
5925,Smartphone,Electronics,369.69,6,2218.14,59,Male,2020-08-11,Credit Card,Chicago,0,2218.14
5926,Tablet,Electronics,180.02,6,1080.1200000000001,34,Male,2024-08-02,Cash,Chicago,11,961.31
5927,Bread,Groceries,251.11,4,1004.44,30,Female,2016-04-08,PayPal,Seattle,35,652.89
5928,Milk,Groceries,21.97,8,175.76,60,Female,2018-09-18,Credit Card,Houston,18,144.12
5929,Nail Polish,Beauty,105.03,9,945.27,27,Male,2018-03-13,Cash,New York,24,718.41
5930,Chair,Furniture,221.95,4,887.8,68,Female,2020-06-17,Gift Card,Los Angeles,35,577.07
5931,Tablet,Electronics,33.6,9,302.40000000000003,25,Male,2017-03-21,Cash,Houston,35,196.56
5932,Makeup Kit,Beauty,130.03,1,130.03,39,Female,2021-07-12,Credit Card,New York,47,68.92
5933,Dining Table,Furniture,103.71,8,829.68,22,Male,2024-02-24,PayPal,San Francisco,18,680.34
5934,Shampoo,Beauty,305.26,7,2136.8199999999997,51,Male,2015-04-23,Cash,Houston,13,1859.03
5935,Sofa,Furniture,132.08,6,792.48,69,Female,2024-06-18,Cash,Houston,1,784.56
5936,Sweater,Apparel,18.96,5,94.80000000000001,29,Female,2015-10-29,PayPal,New York,46,51.19
5937,Perfume,Beauty,59.39,4,237.56,45,Male,2019-11-28,Gift Card,Seattle,40,142.54
5938,Shampoo,Beauty,20.73,2,41.46,57,Male,2017-02-26,Gift Card,Houston,35,26.95
5939,Vegetables,Groceries,476.73,7,3337.11,26,Male,2019-04-01,Cash,Los Angeles,19,2703.06
5940,Sofa,Furniture,136.06,3,408.18,37,Male,2016-01-19,Cash,Chicago,43,232.66
5941,Nail Polish,Beauty,272.38,8,2179.04,67,Female,2019-04-12,Cash,Los Angeles,24,1656.07
5942,Makeup Kit,Beauty,261.56,7,1830.92,61,Female,2023-08-28,PayPal,New York,8,1684.45
5943,Headphones,Electronics,218.37,4,873.48,27,Female,2019-03-18,Credit Card,Chicago,36,559.03
5944,Chair,Furniture,83.8,9,754.1999999999999,21,Male,2019-07-12,Cash,Seattle,44,422.35
5945,Headphones,Electronics,129.34,7,905.38,23,Male,2023-08-23,Credit Card,San Francisco,27,660.93
5946,Lotion,Beauty,361.29,7,2529.03,36,Female,2022-12-11,Credit Card,Chicago,14,2174.97
5947,Smartwatch,Electronics,264.54,9,2380.86,47,Male,2021-09-25,Gift Card,Houston,21,1880.88
5948,Shoes,Apparel,429.99,7,3009.9300000000003,30,Male,2024-02-15,Credit Card,Houston,19,2438.04
5949,Smartwatch,Electronics,95.68,4,382.72,66,Female,2018-09-02,Cash,Houston,27,279.39
5950,Shampoo,Beauty,479.08,6,2874.48,68,Male,2023-01-21,PayPal,San Francisco,25,2155.86
5951,Perfume,Beauty,361.42,2,722.84,52,Female,2022-11-12,Cash,San Francisco,7,672.24
5952,Makeup Kit,Beauty,107.06,4,428.24,37,Male,2024-03-26,Credit Card,Seattle,20,342.59
5953,Laptop,Electronics,311.76,10,3117.6,32,Female,2016-08-12,Credit Card,San Francisco,0,3117.6
5954,Dining Table,Furniture,388.99,3,1166.97,42,Male,2020-04-20,Cash,Seattle,8,1073.61
5955,Headphones,Electronics,24.77,10,247.7,46,Female,2022-04-14,Gift Card,San Francisco,28,178.34
5956,Perfume,Beauty,327.04,3,981.1200000000001,20,Female,2017-05-07,Gift Card,San Francisco,48,510.18
5957,Lotion,Beauty,250.69,1,250.69,46,Female,2023-02-10,PayPal,Chicago,5,238.16
5958,Milk,Groceries,420.62,5,2103.1,70,Female,2017-05-01,Gift Card,Los Angeles,17,1745.57
5959,T-shirt,Apparel,63.79,6,382.74,37,Female,2022-11-28,Gift Card,San Francisco,46,206.68
5960,Chair,Furniture,352.89,5,1764.4499999999998,46,Male,2024-01-30,Gift Card,Houston,48,917.51
5961,Vegetables,Groceries,229.09,8,1832.72,63,Female,2015-04-12,Gift Card,New York,7,1704.43
5962,Jeans,Apparel,323.83,5,1619.1499999999999,59,Female,2021-04-30,PayPal,New York,20,1295.32
5963,Fruits,Groceries,138.25,3,414.75,21,Male,2023-12-25,Credit Card,Houston,41,244.7
5964,Sweater,Apparel,20.8,9,187.20000000000002,30,Male,2018-12-27,Cash,Los Angeles,46,101.09
5965,Bread,Groceries,344.04,5,1720.2,31,Male,2023-11-10,Credit Card,Houston,50,860.1
5966,Bed,Furniture,420.06,1,420.06,50,Male,2022-03-02,Gift Card,New York,27,306.64
5967,Sweater,Apparel,295.69,6,1774.1399999999999,48,Male,2023-07-03,Cash,Chicago,28,1277.38
5968,Shoes,Apparel,416.15,4,1664.6,53,Male,2021-12-17,Cash,Seattle,42,965.47
5969,Headphones,Electronics,104.29,8,834.32,47,Male,2018-09-17,Gift Card,Houston,8,767.57
5970,Desk,Furniture,59.31,2,118.62,55,Female,2023-02-16,PayPal,Houston,18,97.27
5971,Smartphone,Electronics,464.62,6,2787.7200000000003,29,Male,2017-11-28,PayPal,Los Angeles,44,1561.12
5972,Lotion,Beauty,137.09,10,1370.9,32,Male,2020-11-16,Credit Card,Seattle,3,1329.77
5973,Shampoo,Beauty,400.96,3,1202.8799999999999,66,Female,2016-07-09,Cash,Houston,21,950.28
5974,Smartphone,Electronics,54.78,4,219.12,68,Male,2022-12-02,PayPal,Seattle,0,219.12
5975,Nail Polish,Beauty,410.44,10,4104.4,32,Male,2024-02-18,Gift Card,New York,46,2216.38
5976,Shampoo,Beauty,179.75,10,1797.5,43,Female,2018-09-09,Cash,Houston,29,1276.22
5977,Headphones,Electronics,122.45,1,122.45,50,Female,2021-06-01,PayPal,Chicago,46,66.12
5978,Lotion,Beauty,250.13,8,2001.04,22,Male,2022-05-18,Gift Card,New York,17,1660.86
5979,Fruits,Groceries,464.37,4,1857.48,63,Female,2014-10-16,Cash,Houston,47,984.46
5980,Bed,Furniture,494.11,8,3952.88,43,Male,2015-05-29,Cash,New York,13,3439.01
5981,Jacket,Apparel,450.52,5,2252.6,57,Female,2020-05-29,Credit Card,New York,46,1216.4
5982,Headphones,Electronics,32.95,2,65.9,67,Male,2022-12-26,Cash,Chicago,35,42.84
5983,Jacket,Apparel,337.49,7,2362.4300000000003,68,Male,2024-05-19,Gift Card,Houston,6,2220.68
5984,Laptop,Electronics,434.48,9,3910.32,61,Female,2014-11-23,Credit Card,Los Angeles,39,2385.3
5985,Jeans,Apparel,413.17,10,4131.7,38,Female,2018-08-03,Cash,Houston,14,3553.26
5986,Bread,Groceries,8.1,2,16.2,54,Male,2015-04-16,PayPal,New York,20,12.96
5987,Nail Polish,Beauty,292.4,4,1169.6,34,Male,2015-01-07,PayPal,San Francisco,22,912.29
5988,Smartphone,Electronics,430.43,5,2152.15,18,Female,2023-11-18,Gift Card,Seattle,16,1807.81
5989,Bread,Groceries,119.22,2,238.44,42,Female,2015-09-28,Credit Card,Houston,48,123.99
5990,Smartphone,Electronics,72.2,4,288.8,23,Female,2023-03-10,PayPal,Chicago,43,164.62
5991,Sweater,Apparel,235.34,8,1882.72,67,Male,2023-03-16,PayPal,Seattle,24,1430.87
5992,Smartwatch,Electronics,39.74,2,79.48,33,Female,2023-02-02,Credit Card,Houston,50,39.74
5993,Shoes,Apparel,112.7,4,450.8,19,Male,2014-11-05,PayPal,Los Angeles,23,347.12
5994,Sweater,Apparel,157.45,2,314.9,58,Male,2024-05-13,PayPal,Los Angeles,1,311.75
5995,Laptop,Electronics,95.08,7,665.56,24,Female,2014-11-10,PayPal,Seattle,3,645.59
5996,Eggs,Groceries,294.09,6,1764.54,60,Female,2021-03-01,Cash,Los Angeles,20,1411.63
5997,Lotion,Beauty,306.8,3,920.4000000000001,38,Male,2024-07-16,Cash,San Francisco,28,662.69
5998,Desk,Furniture,158.25,6,949.5,67,Female,2019-10-02,Gift Card,Houston,39,579.19
5999,Chair,Furniture,38.99,6,233.94,57,Male,2022-09-30,PayPal,Chicago,14,201.19
6000,Lotion,Beauty,202.54,5,1012.6999999999999,23,Male,2020-03-06,Cash,Chicago,20,810.16
6001,Sweater,Apparel,187.47,3,562.41,69,Male,2018-06-04,Gift Card,Houston,29,399.31
6002,Shampoo,Beauty,468.04,9,4212.360000000001,55,Female,2018-01-28,PayPal,Los Angeles,38,2611.66
6003,Chair,Furniture,358.09,7,2506.6299999999997,31,Female,2016-09-29,Credit Card,Chicago,28,1804.77
6004,T-shirt,Apparel,52.71,4,210.84,30,Male,2020-08-24,PayPal,Houston,4,202.41
6005,Jeans,Apparel,95.27,1,95.27,25,Female,2017-05-09,Credit Card,San Francisco,26,70.5
6006,Milk,Groceries,35.41,5,177.04999999999998,61,Male,2017-04-01,Gift Card,New York,0,177.05
6007,Smartphone,Electronics,432.58,5,2162.9,39,Female,2024-02-21,Credit Card,San Francisco,34,1427.51
6008,Perfume,Beauty,234.95,5,1174.75,31,Male,2022-08-31,Cash,Seattle,17,975.04
6009,Jeans,Apparel,394.15,3,1182.4499999999998,52,Male,2023-01-02,PayPal,Los Angeles,1,1170.63
6010,Vegetables,Groceries,44.01,10,440.09999999999997,20,Female,2016-03-06,PayPal,San Francisco,47,233.25
6011,Jeans,Apparel,458.41,8,3667.28,45,Female,2022-04-17,Credit Card,Seattle,33,2457.08
6012,Lotion,Beauty,201.04,10,2010.3999999999999,56,Male,2022-06-13,Cash,Houston,7,1869.67
6013,Sweater,Apparel,415.9,10,4159.0,38,Male,2020-04-15,PayPal,Seattle,6,3909.46
6014,Headphones,Electronics,403.6,5,2018.0,46,Male,2016-10-31,Gift Card,New York,26,1493.32
6015,Sofa,Furniture,89.09,4,356.36,57,Male,2014-11-14,PayPal,San Francisco,27,260.14
6016,Eggs,Groceries,290.62,10,2906.2,30,Female,2016-08-23,Credit Card,Los Angeles,6,2731.83
6017,Jeans,Apparel,431.52,9,3883.68,57,Female,2023-08-07,Gift Card,Chicago,48,2019.51
6018,Bed,Furniture,251.55,7,1760.8500000000001,54,Male,2014-10-06,Cash,Seattle,17,1461.51
6019,Chair,Furniture,438.25,9,3944.25,59,Female,2021-05-10,Credit Card,Houston,31,2721.53
